a,a,aed 0.008
accret,accrete,accreting 0.875
accret,accrete,accretion 0.833
accret,accreted,accretes 0.750
accret,accreted,accreting 0.875
accret,accreted,accretion 0.833
accret,accretes,accreting 0.750
accret,accretes,accretion 0.750
accret,accreting,accretion 0.833
accueil,accueil,accueille 0.500
accumul,accumulate,accumulated 0.870
accumul,accumulate,accumulates 0.857
accumul,accumulate,accumulating 0.857
accumul,accumulate,accumulation 0.857
accumul,accumulate,accumulations 0.857
accumul,accumulate,accumulator 0.857
accumul,accumulate,accumulators 0.857
accumul,accumulated,accumulates 0.857
accumul,accumulated,accumulating 0.857
accumul,accumulated,accumulation 0.857
accumul,accumulated,accumulations 0.857
accumul,accumulated,accumulator 0.857
accumul,accumulated,accumulators 0.857
accumul,accumulates,accumulating 0.857
accumul,accumulates,accumulation 0.857
accumul,accumulates,accumulations 0.857
accumul,accumulates,accumulator 0.857
accumul,accumulates,accumulators 0.857
accumul,accumulating,accumulation 0.857
accumul,accumulating,accumulations 0.857
accumul,accumulating,accumulator 0.857
accumul,accumulating,accumulators 0.857
accumul,accumulation,accumulations 0.857
accumul,accumulation,accumulator 0.857
accumul,accumulation,accumulators 0.857
accumul,accumulations,accumulator 0.857
accumul,accumulations,accumulators 0.857
accumul,accumulator,accumulators 0.857
accur,accurate,accurately 0.536
accur,accurate,accurizer 0.500
accur,accurately,accurizer 0.500
accus,accusation,accusations 0.862
accus,accusation,accusative 0.857
accus,accusation,accuse 0.867
accus,accusation,accused 0.865
accus,accusation,accuser 0.857
accus,accusation,accuses 0.857
accus,accusation,accusing 0.865
accus,accusations,accusative 0.857
accus,accusations,accuse 0.862
accus,accusations,accused 0.876
accus,accusations,accuser 0.857
accus,accusations,accuses 0.867
accus,accusations,accusing 0.861
accus,accusative,accuse 0.857
accus,accusative,accused 0.857
accus,accusative,accuser 0.857
accus,accusative,accuses 0.857
accus,accusative,accusing 0.857
accus,accuse,accused 0.859
accus,accuse,accuser 0.857
accus,accuse,accuses 0.868
accus,accuse,accusing 0.857
accus,accused,accuser 0.857
accus,accused,accuses 0.863
accus,accused,accusing 0.869
accus,accuser,accuses 0.857
accus,accuser,accusing 0.857
accus,accuses,accusing 0.866
ace,ace,aces 0.017
acet,acetal,acetals 0.833
acet,acetal,acetate 0.667
acet,acetal,acetic 0.667
acet,acetals,acetate 0.667
acet,acetals,acetic 0.667
acet,acetate,acetic 0.667
acetyltransferas,acetyltransferase,acetyltransferases 0.500
ach,ach,ache 0.667
ach,ach,aching 0.667
ach,ach,achs 0.667
ach,ache,aching 0.667
ach,ache,achs 0.667
ach,aching,achs 0.667
achiev,achievable,achieve 0.857
achiev,achievable,achieved 0.859
achiev,achievable,achievement 0.857
achiev,achievable,achievements 0.857
achiev,achievable,achievers 0.857
achiev,achievable,achieves 0.857
achiev,achievable,achieving 0.857
achiev,achieve,achieved 0.865
achiev,achieve,achievement 0.865
achiev,achieve,achievements 0.861
achiev,achieve,achievers 0.857
achiev,achieve,achieves 0.860
achiev,achieve,achieving 0.869
achiev,achieved,achievement 0.859
achiev,achieved,achievements 0.863
achiev,achieved,achievers 0.857
achiev,achieved,achieves 0.857
achiev,achieved,achieving 0.862
achiev,achievement,achievements 0.863
achiev,achievement,achievers 0.857
achiev,achievement,achieves 0.857
achiev,achievement,achieving 0.859
achiev,achievements,achievers 0.857
achiev,achievements,achieves 0.857
achiev,achievements,achieving 0.860
achiev,achievers,achieves 0.857
achiev,achievers,achieving 0.857
achiev,achieves,achieving 0.861
achil,achille,achilles 0.059
acid,acid,acidic 0.681
acid,acid,acidity 0.672
acid,acid,acids 0.711
acid,acidic,acidity 0.708
acid,acidic,acids 0.679
acid,acidity,acids 0.682
acknowledg,acknowledge,acknowledged 0.837
acknowledg,acknowledge,acknowledgement 0.841
acknowledg,acknowledge,acknowledges 0.841
acknowledg,acknowledge,acknowledging 0.833
acknowledg,acknowledge,acknowledgment 0.833
acknowledg,acknowledge,acknowledgments 0.833
acknowledg,acknowledged,acknowledgement 0.833
acknowledg,acknowledged,acknowledges 0.838
acknowledg,acknowledged,acknowledging 0.838
acknowledg,acknowledged,acknowledgment 0.833
acknowledg,acknowledged,acknowledgments 0.839
acknowledg,acknowledgement,acknowledges 0.833
acknowledg,acknowledgement,acknowledging 0.833
acknowledg,acknowledgement,acknowledgment 0.833
acknowledg,acknowledgement,acknowledgments 0.833
acknowledg,acknowledges,acknowledging 0.833
acknowledg,acknowledges,acknowledgment 0.833
acknowledg,acknowledges,acknowledgments 0.833
acknowledg,acknowledging,acknowledgment 0.833
acknowledg,acknowledging,acknowledgments 0.833
acknowledg,acknowledgment,acknowledgments 0.833
acorna,acorna,acornas 0.500
acoust,acoust,acoustic 0.750
acoust,acoust,acoustical 0.750
acoust,acoust,acoustically 0.750
acoust,acoust,acoustics 0.750
acoust,acoustic,acoustical 0.760
acoust,acoustic,acoustically 0.759
acoust,acoustic,acoustics 0.755
acoust,acoustical,acoustically 0.792
acoust,acoustical,acoustics 0.750
acoust,acoustically,acoustics 0.750
acquaint,acquaintance,acquaintances 0.667
acquaint,acquaintance,acquainted 0.686
acquaint,acquaintance,acquainting 0.667
acquaint,acquaintances,acquainted 0.667
acquaint,acquaintances,acquainting 0.667
acquaint,acquainted,acquainting 0.667
acquir,acquire,acquired 0.755
acquir,acquire,acquirer 0.750
acquir,acquire,acquires 0.759
acquir,acquire,acquiring 0.766
acquir,acquired,acquirer 0.750
acquir,acquired,acquires 0.756
acquir,acquired,acquiring 0.756
acquir,acquirer,acquires 0.750
acquir,acquirer,acquiring 0.771
acquir,acquires,acquiring 0.750
acquisit,acquisition,acquisitions 0.093
acr,acr,acre 0.500
acr,acr,acres 0.500
acr,acre,acres 0.549
acrobat,acrobat,acrobatic 0.500
acrobat,acrobat,acrobatics 0.500
acrobat,acrobatic,acrobatics 0.500
acronym,acronym,acronyms 0.048
acryl,acrylate,acrylic 0.625
acryl,acrylate,acrylics 0.667
acryl,acrylic,acrylics 0.667
act,act,acte 0.750
act,act,acted 0.758
act,act,acting 0.763
act,act,acts 0.782
act,acte,acted 0.750
act,acte,acting 0.750
act,acte,acts 0.750
act,acted,acting 0.759
act,acted,acts 0.753
act,acting,acts 0.761
action,action,actiones 0.500
action,action,actions 0.546
action,actiones,actions 0.500
activ,activ,activable 0.923
activ,activ,activate 0.923
activ,activ,activated 0.923
activ,activ,activates 0.923
activ,activ,activating 0.923
activ,activ,activation 0.923
activ,activ,activator 0.923
activ,activ,activators 0.923
activ,activ,active 0.923
activ,activ,actively 0.923
activ,activ,activism 0.923
activ,activ,activities 0.923
activ,activ,activity 0.923
activ,activable,activate 0.923
activ,activable,activated 0.923
activ,activable,activates 0.923
activ,activable,activating 0.923
activ,activable,activation 0.923
activ,activable,activator 0.923
activ,activable,activators 0.923
activ,activable,active 0.923
activ,activable,actively 0.923
activ,activable,activism 0.923
activ,activable,activities 0.923
activ,activable,activity 0.923
activ,activate,activated 0.928
activ,activate,activates 0.923
activ,activate,activating 0.928
activ,activate,activation 0.929
activ,activate,activator 0.923
activ,activate,activators 0.923
activ,activate,active 0.924
activ,activate,actively 0.923
activ,activate,activism 0.923
activ,activate,activities 0.924
activ,activate,activity 0.925
activ,activated,activates 0.923
activ,activated,activating 0.925
activ,activated,activation 0.935
activ,activated,activator 0.923
activ,activated,activators 0.923
activ,activated,active 0.924
activ,activated,actively 0.923
activ,activated,activism 0.923
activ,activated,activities 0.923
activ,activated,activity 0.927
activ,activates,activating 0.929
activ,activates,activation 0.926
activ,activates,activator 0.934
activ,activates,activators 0.923
activ,activates,active 0.923
activ,activates,actively 0.923
activ,activates,activism 0.923
activ,activates,activities 0.923
activ,activates,activity 0.924
activ,activating,activation 0.928
activ,activating,activator 0.935
activ,activating,activators 0.930
activ,activating,active 0.923
activ,activating,actively 0.923
activ,activating,activism 0.923
activ,activating,activities 0.924
activ,activating,activity 0.925
activ,activation,activator 0.930
activ,activation,activators 0.923
activ,activation,active 0.924
activ,activation,actively 0.923
activ,activation,activism 0.923
activ,activation,activities 0.923
activ,activation,activity 0.928
activ,activator,activators 0.942
activ,activator,active 0.923
activ,activator,actively 0.923
activ,activator,activism 0.923
activ,activator,activities 0.924
activ,activator,activity 0.925
activ,activators,active 0.923
activ,activators,actively 0.923
activ,activators,activism 0.923
activ,activators,activities 0.924
activ,activators,activity 0.924
activ,active,actively 0.925
activ,active,activism 0.924
activ,active,activities 0.929
activ,active,activity 0.926
activ,actively,activism 0.928
activ,actively,activities 0.926
activ,actively,activity 0.925
activ,activism,activities 0.925
activ,activism,activity 0.925
activ,activities,activity 0.930
activist,activist,activists 0.091
actor,actor,actors 0.260
actress,actress,actresses 0.053
actual,actual,actuality 0.750
actual,actual,actualized 0.752
actual,actual,actualizing 0.750
actual,actual,actually 0.770
actual,actuality,actualized 0.750
actual,actuality,actualizing 0.750
actual,actuality,actually 0.751
actual,actualized,actualizing 0.750
actual,actualized,actually 0.750
actual,actualizing,actually 0.750
acut,acute,acutely 0.030
acyltransferas,acyltransferase,acyltransferases 0.333
ad,ad,added 0.683
ad,ad,adding 0.674
ad,ad,ads 0.678
ad,added,adding 0.685
ad,added,ads 0.671
ad,adding,ads 0.667
adam,adam,adamant 0.500
adam,adam,adams 0.516
adam,adamant,adams 0.500
adapt,adapt,adaptability 0.889
adapt,adapt,adaptation 0.891
adapt,adapt,adaptations 0.894
adapt,adapt,adapted 0.894
adapt,adapt,adapter 0.889
adapt,adapt,adapters 0.889
adapt,adapt,adapting 0.900
adapt,adapt,adaption 0.897
adapt,adapt,adaptive 0.889
adapt,adaptability,adaptation 0.889
adapt,adaptability,adaptations 0.889
adapt,adaptability,adapted 0.889
adapt,adaptability,adapter 0.889
adapt,adaptability,adapters 0.889
adapt,adaptability,adapting 0.889
adapt,adaptability,adaption 0.889
adapt,adaptability,adaptive 0.889
adapt,adaptation,adaptations 0.899
adapt,adaptation,adapted 0.904
adapt,adaptation,adapter 0.889
adapt,adaptation,adapters 0.891
adapt,adaptation,adapting 0.893
adapt,adaptation,adaption 0.889
adapt,adaptation,adaptive 0.891
adapt,adaptations,adapted 0.899
adapt,adaptations,adapter 0.889
adapt,adaptations,adapters 0.889
adapt,adaptations,adapting 0.889
adapt,adaptations,adaption 0.889
adapt,adaptations,adaptive 0.892
adapt,adapted,adapter 0.889
adapt,adapted,adapters 0.890
adapt,adapted,adapting 0.891
adapt,adapted,adaption 0.890
adapt,adapted,adaptive 0.890
adapt,adapter,adapters 0.911
adapt,adapter,adapting 0.889
adapt,adapter,adaption 0.889
adapt,adapter,adaptive 0.889
adapt,adapters,adapting 0.889
adapt,adapters,adaption 0.889
adapt,adapters,adaptive 0.889
adapt,adapting,adaption 0.889
adapt,adapting,adaptive 0.895
adapt,adaption,adaptive 0.889
add,add,adds 0.040
adder,adder,addere 0.500
adder,adder,adders 0.500
adder,addere,adders 0.500
addi,addie,addis 0.500
addi,addie,addy 0.500
addi,addis,addy 0.500
addict,addict,addicted 0.800
addict,addict,addiction 0.807
addict,addict,addictions 0.817
addict,addict,addictive 0.800
addict,addict,addicts 0.800
addict,addicted,addiction 0.818
addict,addicted,addictions 0.800
addict,addicted,addictive 0.800
addict,addicted,addicts 0.800
addict,addiction,addictions 0.800
addict,addiction,addictive 0.800
addict,addiction,addicts 0.800
addict,addictions,addictive 0.800
addict,addictions,addicts 0.800
addict,addictive,addicts 0.800
addit,addition,additional 0.848
addit,addition,additionally 0.842
addit,addition,additions 0.836
addit,addition,additive 0.834
addit,addition,additives 0.834
addit,addition,additivity 0.834
addit,additional,additionally 0.840
addit,additional,additions 0.834
addit,additional,additive 0.833
addit,additional,additives 0.834
addit,additional,additivity 0.833
addit,additionally,additions 0.838
addit,additionally,additive 0.836
addit,additionally,additives 0.836
addit,additionally,additivity 0.833
addit,additions,additive 0.833
addit,additions,additives 0.833
addit,additions,additivity 0.833
addit,additive,additives 0.833
addit,additive,additivity 0.833
addit,additives,additivity 0.833
address,address,addressed 0.679
address,address,addresses 0.683
address,address,addressing 0.681
address,addressed,addresses 0.672
address,addressed,addressing 0.667
address,addresses,addressing 0.702
adebisi,adebisi,adebisis 0.500
adelaid,adelaide,adelaides 0.027
adept,adept,adeption 0.500
adept,adept,adepts 0.500
adept,adeption,adepts 0.500
adf,adf,adfe 0.500
adf,adf,adfs 0.600
adf,adfe,adfs 0.500
adher,adhere,adhered 0.833
adher,adhere,adherence 0.833
adher,adhere,adherent 0.833
adher,adhere,adherents 0.833
adher,adhere,adheres 0.833
adher,adhere,adhering 0.833
adher,adhered,adherence 0.833
adher,adhered,adherent 0.833
adher,adhered,adherents 0.833
adher,adhered,adheres 0.833
adher,adhered,adhering 0.833
adher,adherence,adherent 0.833
adher,adherence,adherents 0.852
adher,adherence,adheres 0.833
adher,adherence,adhering 0.833
adher,adherent,adherents 0.833
adher,adherent,adheres 0.833
adher,adherent,adhering 0.833
adher,adherents,adheres 0.833
adher,adherents,adhering 0.844
adher,adheres,adhering 0.833
adhes,adhesion,adhesions 0.733
adhes,adhesion,adhesive 0.667
adhes,adhesion,adhesively 0.667
adhes,adhesions,adhesive 0.667
adhes,adhesions,adhesively 0.667
adhes,adhesive,adhesively 0.667
adjourn,adjournal,adjourned 0.500
adjourn,adjournal,adjournment 0.500
adjourn,adjourned,adjournment 0.667
adjust,adjust,adjustable 0.843
adjust,adjust,adjusted 0.833
adjust,adjust,adjusting 0.833
adjust,adjust,adjustment 0.848
adjust,adjust,adjustments 0.843
adjust,adjust,adjusts 0.848
adjust,adjustable,adjusted 0.842
adjust,adjustable,adjusting 0.844
adjust,adjustable,adjustment 0.851
adjust,adjustable,adjustments 0.844
adjust,adjustable,adjusts 0.833
adjust,adjusted,adjusting 0.849
adjust,adjusted,adjustment 0.847
adjust,adjusted,adjustments 0.841
adjust,adjusted,adjusts 0.833
adjust,adjusting,adjustment 0.842
adjust,adjusting,adjustments 0.844
adjust,adjusting,adjusts 0.833
adjust,adjustment,adjustments 0.842
adjust,adjustment,adjusts 0.846
adjust,adjustments,adjusts 0.833
adl,adl,adls 0.125
adler,adler,adlers 0.062
administ,administer,administered 0.688
administ,administer,administering 0.667
administ,administer,administers 0.667
administ,administered,administering 0.667
administ,administered,administers 0.674
administ,administering,administers 0.667
administr,administrate,administrated 0.896
administr,administrate,administration 0.876
administr,administrate,administrations 0.875
administr,administrate,administrative 0.876
administr,administrate,administratively 0.889
administr,administrate,administrator 0.875
administr,administrate,administrators 0.875
administr,administrate,administred 0.875
administr,administrated,administration 0.876
administr,administrated,administrations 0.875
administr,administrated,administrative 0.877
administr,administrated,administratively 0.875
administr,administrated,administrator 0.875
administr,administrated,administrators 0.875
administr,administrated,administred 0.875
administr,administration,administrations 0.876
